,id,title,overview,popularity,release_date,vote_average,vote_count,genre_ids,genres,actors,director,log_popularity,popularity_bin,degree
550,575265,Mission: Impossible - The Final Reckoning,"After escaping a calamitous train crash, Ethan realizes The Entity is stashed aboard an old Russian submarine, but a foe from his past named Gabriel is also on the trail.",89.409,2025-05-21,0.0,0,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']","['Tom Cruise', 'Ving Rhames', 'Simon Pegg', 'Hayley Atwell', 'Vanessa Kirby']",Christopher McQuarrie,4.504343819964734,Very High,11
551,561,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",70.147,2005-02-08,7.095,7140,"[14, 28, 27]","['Fantasy', 'Action', 'Horror']","['Keanu Reeves', 'Rachel Weisz', 'Shia LaBeouf', 'Djimon Hounsou', 'Max Baker']",Francis Lawrence,4.264748159205595,High,11
552,695721,The Hunger Games: The Ballad of Songbirds & Snakes,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",82.697,2023-11-15,7.1,2711,"[18, 878, 28]","['Drama', 'Science Fiction', 'Action']","['Tom Blyth', 'Rachel Zegler', 'Peter Dinklage', 'Viola Davis', 'Josh Rivera']",Francis Lawrence,4.427203134559172,Very High,11
553,1209288,Justice League: Crisis on Infinite Earths Part Two,"An endless army of shadow demons bent on the destruction of all reality swarms over our world and all parallel Earths! The only thing opposing them is the mightiest team of metahumans ever assembled. But not even the combined power of Superman, Batman, Wonder Woman, Green Lantern and all their fellow superheroes can slow down the onslaught of this invincible horde. What mysterious force is driving them? And how do the long-buried secrets of the Monitor and Supergirl threaten to crush our last defense?",65.72,2024-04-22,7.0,183,"[16, 878, 28]","['Animation', 'Science Fiction', 'Action']","['Jensen Ackles', 'Darren Criss', 'Meg Donnelly', 'Stana Katic', 'Jonathan Adams']",Jeff Wamester,4.200504758050491,High,11
554,1011397,Like Water for Chocolate,"Tita, who lives on a ranch in Mexico, falls in love with a boy, Pedro, who lives nearby; but when they want to get married, Tita's family prevents it, because she must remain single to take care of her mother.",119.745,2023-01-19,6.3,3,"[10402, 18, 10749]","['Music', 'Drama', 'Romance']","['Francesca Hayward', 'Laura Morera', 'Mayara Magri', 'Meaghan Grace Hinkis', 'Marcelino Sambé']",Ross MacGibbon,4.793680883807858,Top,11
555,256591,Focus,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",124.821,2015-02-25,6.878,7772,"[10749, 35, 80]","['Romance', 'Comedy', 'Crime']","['Will Smith', 'Margot Robbie', 'Rodrigo Santoro', 'Gerald McRaney', 'Adrian Martinez']",Glenn Ficarra,4.834860261972325,Top,11
556,10184,He's Just Not That Into You,"Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",72.617,2009-02-06,6.6,3653,"[35, 10749, 18]","['Comedy', 'Romance', 'Drama']","['Ginnifer Goodwin', 'Justin Long', 'Bradley Cooper', 'Scarlett Johansson', 'Jennifer Connelly']",Ken Kwapis,4.298875977324329,High,11
557,556803,The Princess Switch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",77.366,2018-11-16,7.0,2186,"[10749, 35]","['Romance', 'Comedy']","['Vanessa Hudgens', 'Sam Palladio', 'Nick Sagar', 'Alexa Adeosun', 'Suanne Braun']",Mike Rohl,4.361390159823439,High,10
558,271110,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",124.247,2016-04-27,7.444,22615,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie']",Joe Russo,4.83028778758231,Top,11
559,38,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",76.312,2004-03-19,8.1,14903,"[878, 18, 10749]","['Science Fiction', 'Drama', 'Romance']","['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood']",Michel Gondry,4.347849182872295,High,11
560,111,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",80.795,1983-12-09,8.2,11781,"[28, 80, 18]","['Action', 'Crime', 'Drama']","['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio', 'Robert Loggia']",Brian De Palma,4.4042161170461345,Very High,11
561,12155,Alice in Wonderland,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",77.27,2010-03-03,6.6,13902,"[10751, 14, 12]","['Family', 'Fantasy', 'Adventure']","['Mia Wasikowska', 'Johnny Depp', 'Anne Hathaway', 'Helena Bonham Carter', 'Crispin Glover']",Tim Burton,4.360164387816747,High,11
562,567609,Ready or Not,"When a young bride marries into a ridiculously rich and delightfully deranged family, her wedding night becomes her worst nightmare as she's forced to play a lethal game of hide-and-seek and must fight to stay alive.",75.774,2019-08-21,7.054,4430,"[27, 35]","['Horror', 'Comedy']","['Samara Weaving', 'Adam Brody', ""Mark O'Brien"", 'Henry Czerny', 'Andie MacDowell']",Matt Bettinelli-Olpin,4.340866041168793,High,10
563,950526,The Smoke Master,"The journey of Gabriel and Daniel, two brothers cursed by the Chinese mafia with its feared Three Generations Revenge, who have already reaped the life of their grandfather and their father. To survive, one of the brothers must learn the Smoke Style secrets, a little known Cannabis martial art, taught by a single master, high up in the mountains.",67.222,2023-05-18,7.4,73,"[28, 35, 14]","['Action', 'Comedy', 'Fantasy']","['Daniel Rocha', 'Tony Le Nguyen', 'Luana Frez', 'Tristan Aronovich', 'Thiago Stechinni']",Andre Sigwalt,4.2227670934766275,High,11
564,1012148,Chapel,A man becomes a suspect in a serial murder case after waking from a coma with no recollection of who he is.,74.848,2024-01-17,5.722,27,"[9648, 53]","['Mystery', 'Thriller']","['Jeremy Sumpter', 'Pardis Saremi', 'Lochlyn Munro', 'Taryn Manning', 'Kyler Steven Fisher']",Courtney Paige,4.328731337615658,High,10
565,753342,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",105.014,2023-11-22,6.393,2474,"[36, 10752, 10749, 18]","['History', 'War', 'Romance', 'Drama']","['Joaquin Phoenix', 'Vanessa Kirby', 'Tahar Rahim', 'Rupert Everett', 'Mark Bonnar']",Ridley Scott,4.663571160862568,Very High,12
566,1308821,Unang Tikim,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved.",90.155,2024-07-07,5.0,2,"[10749, 18]","['Romance', 'Drama']","['Angeli Khang', 'Robb Guinto', 'Matthew Francisco', 'Susan Africa', 'Audrey Avila']",Roman Perez Jr.,4.512561354255428,Very High,10
567,624091,Sri Asih,"Alana discover the truth about her origin: she’s not an ordinary human being. She may be the gift for humanity and become its protector as Sri Asih. Or a destruction, if she can’t control her anger.",67.721,2022-11-17,6.5,132,"[28, 12, 878, 14, 18]","['Action', 'Adventure', 'Science Fiction', 'Fantasy', 'Drama']","['Pevita Pearce', 'Reza Rahadian', 'Christine Hakim', 'Jefri Nichol', 'Dimas Anggara']",Upi Avianto,4.230054829374548,High,13
568,109439,The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",71.944,2013-05-23,6.213,8598,[35],['Comedy'],"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong']",Todd Phillips,4.289692023471086,High,9
569,49026,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",84.941,2012-07-17,7.781,22652,"[28, 80, 18, 53]","['Action', 'Crime', 'Drama', 'Thriller']","['Christian Bale', 'Gary Oldman', 'Tom Hardy', 'Joseph Gordon-Levitt', 'Anne Hathaway']",Christopher Nolan,4.453661014304285,Very High,12
570,1143019,The Infallibles,"When a gang of robbers provokes chaos in Paris and humiliates the police, the Minister of the Interior wants new blood at the helm of the investigation: Alia is from Marseille, fiery-tempered and unmanageable, Hugo is Parisian, valedictorian and meticulous. In short, they have every reason to hate each other. A forced alliance, for better or for worse, or maybe blossoming into something else?",123.0,2024-06-20,6.3,87,"[35, 28]","['Comedy', 'Action']","['Inès Reg', 'Kévin Debonne', 'Vincent Rottiers', 'Moussa Maaskri', 'François Neycken']",Frédéric Forestier,4.820281565605037,Top,10
571,1062807,SPY x FAMILY CODE: White,"While under the guise of taking his family on a weekend winter getaway, Loid's attempt to make progress on his current mission Operation Strix proves difficult when Anya mistakenly gets involved and triggers events that threaten world peace.",76.984,2023-12-22,7.034,450,"[16, 35, 12, 28]","['Animation', 'Comedy', 'Adventure', 'Action']","['Takuya Eguchi', 'Atsumi Tanezaki', 'Saori Hayami', 'Kenichirou Matsuda', 'Tomoya Nakamura']",Takashi Katagiri,4.356503677442795,High,12
572,932420,Code 8 Part II,"In a world where superpowered people are heavily policed by robots, an ex-con teams up with a drug lord he despises to protect a teen from a corrupt cop.",71.235,2024-02-27,6.403,558,"[878, 28, 80]","['Science Fiction', 'Action', 'Crime']","['Robbie Amell', 'Stephen Amell', 'Alex Mallari Jr.', 'Sirena Gulamgaus', 'Aaron Abrams']",Jeff Chan,4.279924692981345,High,11
573,1130053,Cinderella's Curse,"Desperate Cinderella summons her fairy godmother from an ancient flesh-bound book, seeking revenge on her evil stepmother and stepsisters who abuse and torment her daily.",74.942,2024-05-31,6.3,39,"[27, 14]","['Horror', 'Fantasy']","['Kelly Rian Sanson', 'Chrissie Wunna', 'Natasha Tosini', 'Lauren Budd', 'Danielle Scott']",Louisa Warren,4.329969891038366,High,10
574,1214509,In a Violent Nature,"The enigmatic resurrection, rampage, and retribution of an undead monster in a remote wilderness unleashes an iconic new killer after a locket is removed from a collapsed fire tower that entombed its rotting corpse.",73.263,2024-05-31,5.8,230,"[27, 53]","['Horror', 'Thriller']","['Ry Barrett', 'Andrea Pavlovic', 'Cameron Love', 'Reece Presley', 'Liam Leone']",Chris Nash,4.3076128465324475,High,10
575,897087,Freelance,"An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",87.427,2023-10-05,6.5,971,"[28, 35]","['Action', 'Comedy']","['John Cena', 'Alison Brie', 'Juan Pablo Raba', 'Christian Slater', 'Alice Eve']",Pierre Morel,4.482177352873646,Very High,10
576,932086,Horizon: An American Saga - Chapter 1,"Follow the story of how the Old West was won—and lost—through the blood, sweat and tears of many. Spanning 15 years before, during and following the Civil War from 1859 to 1874, embark on an emotional journey across a country at war with itself, experienced through the lens of families, friends and foes all attempting to discover what it truly means to be the United States of America.",81.248,2024-06-26,7.1,344,"[37, 18]","['Western', 'Drama']","['Kevin Costner', 'Sienna Miller', 'Sam Worthington', 'Jena Malone', 'Abbey Lee']",Kevin Costner,4.409739073240417,Very High,10
577,458156,John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",70.369,2019-05-15,7.4,10572,"[28, 53, 80]","['Action', 'Thriller', 'Crime']","['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne', 'Mark Dacascos']",Chad Stahelski,4.267863601395393,High,11
578,263115,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",122.352,2017-02-28,7.8,19204,"[28, 18, 878]","['Action', 'Drama', 'Science Fiction']","['Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook']",James Mangold,4.815042056869052,Top,11
579,948549,Love Lies Bleeding,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",82.183,2024-03-07,6.5,566,"[10749, 80, 53]","['Romance', 'Crime', 'Thriller']","['Kristen Stewart', ""Katy O'Brian"", 'Ed Harris', 'Dave Franco', 'Jena Malone']",Rose Glass,4.421043000026496,Very High,11
580,1075794,Leo,"Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",64.654,2023-11-17,7.476,1147,"[16, 35, 10751]","['Animation', 'Comedy', 'Family']","['Adam Sandler', 'Bill Burr', 'Cecily Strong', 'Jason Alexander', 'Rob Schneider']",David Wachtenheim,4.184398528062538,Moderate,11
581,101,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",81.338,1994-09-14,8.3,14746,"[80, 18, 28]","['Crime', 'Drama', 'Action']","['Jean Reno', 'Natalie Portman', 'Gary Oldman', 'Danny Aiello', 'Peter Appel']",Luc Besson,4.410832726515551,Very High,11
582,1029955,Kinds of Kindness,"A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader.",69.649,2024-05-30,6.6,765,"[18, 35]","['Drama', 'Comedy']","['Emma Stone', 'Jesse Plemons', 'Willem Dafoe', 'Margaret Qualley', 'Hong Chau']",Yorgos Lanthimos,4.257723954748694,High,10
583,103,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,72.024,1976-02-09,8.1,12209,"[80, 18]","['Crime', 'Drama']","['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Harvey Keitel', 'Peter Boyle']",Martin Scorsese,4.2907881542396105,High,10
584,588228,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",78.787,2021-09-03,7.53,3430,"[28, 878, 12]","['Action', 'Science Fiction', 'Adventure']","['Chris Pratt', 'Yvonne Strahovski', 'J.K. Simmons', 'Betty Gilpin', 'Sam Richardson']",Chris McKay,4.379360583916762,High,11
585,1724,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",121.365,2008-06-12,6.2,11698,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']","['Edward Norton', 'Liv Tyler', 'Tim Roth', 'William Hurt', 'Tim Blake Nelson']",Louis Leterrier,4.807008381474965,Top,11
586,210577,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",86.095,2014-10-01,7.9,18533,"[9648, 53, 18]","['Mystery', 'Thriller', 'Drama']","['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry', 'Carrie Coon']",David Fincher,4.466999476929425,Very High,11
587,630586,Wrong Turn,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life.",74.254,2021-01-26,6.0,1132,"[27, 53]","['Horror', 'Thriller']","['Charlotte Vega', 'Adain Bradley', 'Bill Sage', 'Emma Dumont', 'Dylan McTee']",Mike P. Nelson,4.320869058362427,High,10
588,176,Saw,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",121.192,2004-10-01,7.4,9183,"[27, 9648, 80]","['Horror', 'Mystery', 'Crime']","['Cary Elwes', 'Leigh Whannell', 'Danny Glover', 'Monica Potter', 'Ken Leung']",James Wan,4.805593578146028,Top,11
589,157350,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",121.12,2014-03-14,6.916,12738,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']","['Shailene Woodley', 'Theo James', 'Zoë Kravitz', 'Miles Teller', 'Jai Courtney']",Neil Burger,4.805004167866677,Top,11
590,73723,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",75.964,2012-03-01,6.5,3525,"[16, 10751]","['Animation', 'Family']","['Danny DeVito', 'Ed Helms', 'Zac Efron', 'Rob Riggle', 'Taylor Swift']",Chris Renaud,4.34333778005877,High,10
591,840326,Sisu,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",88.479,2022-09-09,7.442,2102,"[28, 10752, 12]","['Action', 'War', 'Adventure']","['Jorma Tommila', 'Aksel Hennie', 'Jack Doolan', 'Mimosa Willamo', 'Onni Tommila']",Jalmari Helander,4.494003960877764,Very High,11
592,150689,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",75.528,2015-03-06,6.8,7044,"[10749, 14, 10751, 18]","['Romance', 'Fantasy', 'Family', 'Drama']","['Lily James', 'Cate Blanchett', 'Richard Madden', 'Stellan Skarsgård', 'Holliday Grainger']",Kenneth Branagh,4.337656686937941,High,12
593,70981,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",65.656,2012-05-30,6.569,12176,"[878, 12, 9648]","['Science Fiction', 'Adventure', 'Mystery']","['Noomi Rapace', 'Michael Fassbender', 'Charlize Theron', 'Idris Elba', 'Guy Pearce']",Ridley Scott,4.199545065078562,High,11
594,68726,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",74.651,2013-07-11,6.902,12352,"[28, 878, 12]","['Action', 'Science Fiction', 'Adventure']","['Charlie Hunnam', 'Rinko Kikuchi', 'Idris Elba', 'Max Martini', 'Clifton Collins Jr.']",Guillermo del Toro,4.326130658917652,High,11
595,980489,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,81.181,2023-08-09,7.816,2675,"[12, 28, 18]","['Adventure', 'Action', 'Drama']","['Archie Madekwe', 'David Harbour', 'Orlando Bloom', 'Djimon Hounsou', 'Darren Barnet']",Neill Blomkamp,4.408924131792035,Very High,11
596,391757,Never Back Down: No Surrender,"Picking up after the events of Never Back Down 2, former MMA champion Case Walker is on the comeback trail to become champion once again.",84.38,2016-06-05,7.023,461,"[18, 28]","['Drama', 'Action']","['Michael Jai White', 'Josh Barnett', 'Gillian White', 'Nathan Jones', 'Damian Mavis']",Michael Jai White,4.447111881329816,Very High,10
597,467244,The Zone of Interest,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",70.181,2023-12-15,7.1,1717,"[18, 36]","['Drama', 'History']","['Christian Friedel', 'Sandra Hüller', 'Johann Karthaus', 'Luis Noah Witte', 'Nele Ahrensmeier']",Jonathan Glazer,4.2652259288735,High,10
598,839033,The Lord of the Rings: The War of the Rohirrim,"183 years before the events chronicled in the original trilogy, a sudden attack by Wulf, a clever and ruthless Dunlending lord seeking vengeance for the death of his father, forces Helm Hammerhand and his people to make a daring last stand in the ancient stronghold of the Hornburg. Finding herself in an increasingly desperate situation, Héra, the daughter of Helm, must summon the will to lead the resistance against a deadly enemy intent on their total destruction.",85.767,2024-12-05,0.0,0,"[16, 14, 28]","['Animation', 'Fantasy', 'Action']","['Brian Cox', 'Gaia Wise', 'Luke Pasqualino', 'Miranda Otto', 'Christopher Lee']",Kenji Kamiyama,4.463226365046122,Very High,11
599,17979,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",119.861,2009-11-04,6.9,4522,"[16, 10751, 14]","['Animation', 'Family', 'Fantasy']","['Jim Carrey', 'Gary Oldman', 'Colin Firth', 'Robin Wright', 'Cary Elwes']",Robert Zemeckis,4.794641124935258,Top,11
600,17979,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",119.861,2009-11-04,6.9,4522,"[16, 10751, 14]","['Animation', 'Family', 'Fantasy']","['Jim Carrey', 'Gary Oldman', 'Colin Firth', 'Robin Wright', 'Cary Elwes']",Robert Zemeckis,4.794641124935258,Top,11
601,861035,Squeal,"Lost in remotest part of Eastern Europe, Sam is a foreigner, searching for his biological father Lagzdins where a minor road accident leads to a chance meeting with a pig-farmer's daughter, who captures him and makes him a forced laborer on the farm.",111.867,2022-08-19,4.8,9,"[35, 27, 14]","['Comedy', 'Horror', 'Fantasy']","['Kevin Janssens', 'Laura Siliņa', 'Aigars Vilims', 'Juris Bartkevičs', 'Normunds Griestiņš']",Aik Karapetian,4.726210134363836,Very High,11
602,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",77.06,2020-10-16,8.2,3936,"[16, 28, 14, 53]","['Animation', 'Action', 'Fantasy', 'Thriller']","['Natsuki Hanae', 'Akari Kito', 'Hiro Shimono', 'Yoshitsugu Matsuoka', 'Satoshi Hino']",Haruo Sotozaki,4.357477761752469,High,12
603,4258,Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",64.55,2013-04-11,4.8,2770,[35],['Comedy'],"['Ashley Tisdale', 'Simon Rex', 'Charlie Sheen', 'Gracie Whitton', 'Ava Kolker']",Malcolm D. Lee,4.182813210209709,Moderate,9
604,1156212,The Park Maniac,"An infamous serial killer who assaulted and killed several women in the '90s, gets on a collision course with a young journalist eager for the truth and a career-changing article.",103.849,2024-10-12,5.761,46,"[18, 80, 53, 27]","['Drama', 'Crime', 'Thriller', 'Horror']","['Giovanna Grigio', 'Silvero Pereira', 'Bruno Garcia', 'Christian Malheiros', 'Xamã']",Maurício Eça,4.652521219868017,Very High,12
605,1023962,Lubo,"Lubo Moser is a jenisch, a gypsy. Mirana, who tried to oppose him, was killed. But how could this have happened? Why? Because Switzerland considers nomadism a social scourge, and, to eradicate it, it takes the children of the jenisch. Thus, without children, the Jenisch will be without a future. The mastermind is a state-run humanitarian institution, Pro Juventute, the arm the Street Children's Work: everything is perfectly legal and there is no opposition to the law. Lubo feels himself dying. And something about him really does die, on that night of wind and snow: it will be a new Lubo, tough and impenetrable, who will set up a project with unexpected implications to avenge his family and his people... and it will lead us to rethink the sense of justice, in the blurred boundaries between good and evil.",66.948,2023-11-09,7.2,22,[18],['Drama'],"['Franz Rogowski', 'Christophe Sermet', 'Valentina Bellè', 'Noemi Besedes', 'Joel Basman']",Giorgio Diritti,4.218742706757064,High,9
606,1063879,Infested,"Residents of a rundown French apartment building battle against an army of deadly, rapidly reproducing spiders.",65.018,2023-12-27,6.7,360,"[27, 53]","['Horror', 'Thriller']","['Théo Christine', 'Sofia Lesaffre', 'Finnegan Oldfield', 'Jérôme Niel', 'Lisa Nyarko']",Sébastien Vaniček,4.189927432115831,High,10
607,1159477,The King Tide,"After the mayor of an idyllic island village discovers a child with mysterious powers awash on their shores, the once peaceful community devolves into civil war, torn over the belief that the child is the next saviour.",118.615,2024-04-26,7.0,58,"[53, 9648, 14]","['Thriller', 'Mystery', 'Fantasy']","['Frances Fisher', 'Clayne Crawford', 'Lara Jean Chorostecki', 'Aden Young', 'Alix West Lefler']",Christian Sparkes,4.784278251712545,Top,11
608,519465,Queen of Hearts,"Anne, a brilliant and dedicated advocacy lawyer specialising in society’s most vulnerable, children and young adults, lives what appears to be the picture-perfect life with her doctor-husband, Peter, and their twin daughters. When her estranged teenage stepson, Gustav, moves in with them, Anne’s escalating desire leads her down a dangerous rabbit hole which, once exposed, unleashes a sequence of events destined to destroy her world.",114.717,2019-03-27,6.9,280,[18],['Drama'],"['Trine Dyrholm', 'Gustav Lindh', 'Magnus Krepper', 'Liv Esmår Dannemann', 'Silja Esmår Dannemann']",May el-Toukhy,4.751147555126188,Very High,9
609,976830,The Deep Dark,"1956, in the north of France. A group of underground miners is forced to take a professor to take samples a thousand meters underground. After a landslide that prevents them from going back up, they discover a crypt from another time, and unknowingly awaken a legendary bloodthirsty creature.",62.862,2023-11-15,5.822,87,"[12, 27, 18]","['Adventure', 'Horror', 'Drama']","['Samuel Le Bihan', 'Amir el Kacem', 'Thomas Solivérès', 'Jean-Hugues Anglade', 'Marc Riso']",Mathieu Turi,4.156724505305461,Moderate,11
610,22705,Cheeky,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment overlooking the Thames. There, she meets the lesbian hyper-horny real estate agent Moira.",83.935,2000-01-28,5.7,254,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']","['Yuliya Mayarchuk', 'Jarno Berardi', 'Francesca Nunzi', 'Mauro Lorenz', 'Leila Carli']",Tinto Brass,4.441886258071275,Very High,11
