,id,title,overview,popularity,release_date,vote_average,vote_count,genre_ids,genres
548,713704,Evil Dead Rise,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",91.701,2023-04-12,6.945,3079,"[27, 53]","['Horror', 'Thriller']"
549,13313,Beauty and the Beast: The Enchanted Christmas,"Astonished to find the Beast has a deep-seeded hatred for the Christmas season, Belle endeavors to change his mind on the matter.",73.665,1997-11-11,6.2,1015,"[16, 10751, 14]","['Animation', 'Family', 'Fantasy']"
550,575265,Mission: Impossible - The Final Reckoning,"After escaping a calamitous train crash, Ethan realizes The Entity is stashed aboard an old Russian submarine, but a foe from his past named Gabriel is also on the trail.",89.409,2025-05-21,0.0,0,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']"
551,561,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",70.147,2005-02-08,7.095,7140,"[14, 28, 27]","['Fantasy', 'Action', 'Horror']"
552,695721,The Hunger Games: The Ballad of Songbirds & Snakes,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",82.697,2023-11-15,7.1,2711,"[18, 878, 28]","['Drama', 'Science Fiction', 'Action']"
553,1209288,Justice League: Crisis on Infinite Earths Part Two,"An endless army of shadow demons bent on the destruction of all reality swarms over our world and all parallel Earths! The only thing opposing them is the mightiest team of metahumans ever assembled. But not even the combined power of Superman, Batman, Wonder Woman, Green Lantern and all their fellow superheroes can slow down the onslaught of this invincible horde. What mysterious force is driving them? And how do the long-buried secrets of the Monitor and Supergirl threaten to crush our last defense?",65.72,2024-04-22,7.0,183,"[16, 878, 28]","['Animation', 'Science Fiction', 'Action']"
554,1011397,Like Water for Chocolate,"Tita, who lives on a ranch in Mexico, falls in love with a boy, Pedro, who lives nearby; but when they want to get married, Tita's family prevents it, because she must remain single to take care of her mother.",119.745,2023-01-19,6.3,3,"[10402, 18, 10749]","['Music', 'Drama', 'Romance']"
555,256591,Focus,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",124.821,2015-02-25,6.878,7772,"[10749, 35, 80]","['Romance', 'Comedy', 'Crime']"
556,10184,He's Just Not That Into You,"Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",72.617,2009-02-06,6.6,3653,"[35, 10749, 18]","['Comedy', 'Romance', 'Drama']"
557,556803,The Princess Switch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",77.366,2018-11-16,7.0,2186,"[10749, 35]","['Romance', 'Comedy']"
558,271110,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",124.247,2016-04-27,7.444,22615,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']"
559,38,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",76.312,2004-03-19,8.1,14903,"[878, 18, 10749]","['Science Fiction', 'Drama', 'Romance']"
560,111,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",80.795,1983-12-09,8.2,11781,"[28, 80, 18]","['Action', 'Crime', 'Drama']"
561,12155,Alice in Wonderland,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",77.27,2010-03-03,6.6,13902,"[10751, 14, 12]","['Family', 'Fantasy', 'Adventure']"
562,567609,Ready or Not,"When a young bride marries into a ridiculously rich and delightfully deranged family, her wedding night becomes her worst nightmare as she's forced to play a lethal game of hide-and-seek and must fight to stay alive.",75.774,2019-08-21,7.054,4430,"[27, 35]","['Horror', 'Comedy']"
563,950526,The Smoke Master,"The journey of Gabriel and Daniel, two brothers cursed by the Chinese mafia with its feared Three Generations Revenge, who have already reaped the life of their grandfather and their father. To survive, one of the brothers must learn the Smoke Style secrets, a little known Cannabis martial art, taught by a single master, high up in the mountains.",67.222,2023-05-18,7.4,73,"[28, 35, 14]","['Action', 'Comedy', 'Fantasy']"
564,1012148,Chapel,A man becomes a suspect in a serial murder case after waking from a coma with no recollection of who he is.,74.848,2024-01-17,5.722,27,"[9648, 53]","['Mystery', 'Thriller']"
565,753342,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",105.014,2023-11-22,6.393,2474,"[36, 10752, 10749, 18]","['History', 'War', 'Romance', 'Drama']"
566,1308821,Unang Tikim,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved.",90.155,2024-07-07,5.0,2,"[10749, 18]","['Romance', 'Drama']"
567,624091,Sri Asih,"Alana discover the truth about her origin: she’s not an ordinary human being. She may be the gift for humanity and become its protector as Sri Asih. Or a destruction, if she can’t control her anger.",67.721,2022-11-17,6.5,132,"[28, 12, 878, 14, 18]","['Action', 'Adventure', 'Science Fiction', 'Fantasy', 'Drama']"
568,109439,The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",71.944,2013-05-23,6.213,8598,[35],['Comedy']
569,49026,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",84.941,2012-07-17,7.781,22652,"[28, 80, 18, 53]","['Action', 'Crime', 'Drama', 'Thriller']"
570,1143019,The Infallibles,"When a gang of robbers provokes chaos in Paris and humiliates the police, the Minister of the Interior wants new blood at the helm of the investigation: Alia is from Marseille, fiery-tempered and unmanageable, Hugo is Parisian, valedictorian and meticulous. In short, they have every reason to hate each other. A forced alliance, for better or for worse, or maybe blossoming into something else?",123.0,2024-06-20,6.3,87,"[35, 28]","['Comedy', 'Action']"
571,1062807,SPY x FAMILY CODE: White,"While under the guise of taking his family on a weekend winter getaway, Loid's attempt to make progress on his current mission Operation Strix proves difficult when Anya mistakenly gets involved and triggers events that threaten world peace.",76.984,2023-12-22,7.034,450,"[16, 35, 12, 28]","['Animation', 'Comedy', 'Adventure', 'Action']"
572,932420,Code 8 Part II,"In a world where superpowered people are heavily policed by robots, an ex-con teams up with a drug lord he despises to protect a teen from a corrupt cop.",71.235,2024-02-27,6.403,558,"[878, 28, 80]","['Science Fiction', 'Action', 'Crime']"
573,1130053,Cinderella's Curse,"Desperate Cinderella summons her fairy godmother from an ancient flesh-bound book, seeking revenge on her evil stepmother and stepsisters who abuse and torment her daily.",74.942,2024-05-31,6.3,39,"[27, 14]","['Horror', 'Fantasy']"
574,1214509,In a Violent Nature,"The enigmatic resurrection, rampage, and retribution of an undead monster in a remote wilderness unleashes an iconic new killer after a locket is removed from a collapsed fire tower that entombed its rotting corpse.",73.263,2024-05-31,5.8,230,"[27, 53]","['Horror', 'Thriller']"
575,897087,Freelance,"An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",87.427,2023-10-05,6.5,971,"[28, 35]","['Action', 'Comedy']"
576,932086,Horizon: An American Saga - Chapter 1,"Follow the story of how the Old West was won—and lost—through the blood, sweat and tears of many. Spanning 15 years before, during and following the Civil War from 1859 to 1874, embark on an emotional journey across a country at war with itself, experienced through the lens of families, friends and foes all attempting to discover what it truly means to be the United States of America.",81.248,2024-06-26,7.1,344,"[37, 18]","['Western', 'Drama']"
577,458156,John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",70.369,2019-05-15,7.4,10572,"[28, 53, 80]","['Action', 'Thriller', 'Crime']"
578,263115,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",122.352,2017-02-28,7.8,19204,"[28, 18, 878]","['Action', 'Drama', 'Science Fiction']"
579,948549,Love Lies Bleeding,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",82.183,2024-03-07,6.5,566,"[10749, 80, 53]","['Romance', 'Crime', 'Thriller']"
580,1075794,Leo,"Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",64.654,2023-11-17,7.476,1147,"[16, 35, 10751]","['Animation', 'Comedy', 'Family']"
581,101,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",81.338,1994-09-14,8.3,14746,"[80, 18, 28]","['Crime', 'Drama', 'Action']"
582,1029955,Kinds of Kindness,"A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader.",69.649,2024-05-30,6.6,765,"[18, 35]","['Drama', 'Comedy']"
583,103,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,72.024,1976-02-09,8.1,12209,"[80, 18]","['Crime', 'Drama']"
584,588228,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",78.787,2021-09-03,7.53,3430,"[28, 878, 12]","['Action', 'Science Fiction', 'Adventure']"
585,1724,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",121.365,2008-06-12,6.2,11698,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']"
586,210577,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",86.095,2014-10-01,7.9,18533,"[9648, 53, 18]","['Mystery', 'Thriller', 'Drama']"
587,630586,Wrong Turn,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life.",74.254,2021-01-26,6.0,1132,"[27, 53]","['Horror', 'Thriller']"
588,176,Saw,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",121.192,2004-10-01,7.4,9183,"[27, 9648, 80]","['Horror', 'Mystery', 'Crime']"
589,157350,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",121.12,2014-03-14,6.916,12738,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
590,73723,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",75.964,2012-03-01,6.5,3525,"[16, 10751]","['Animation', 'Family']"
591,840326,Sisu,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",88.479,2022-09-09,7.442,2102,"[28, 10752, 12]","['Action', 'War', 'Adventure']"
592,150689,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",75.528,2015-03-06,6.8,7044,"[10749, 14, 10751, 18]","['Romance', 'Fantasy', 'Family', 'Drama']"
593,70981,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",65.656,2012-05-30,6.569,12176,"[878, 12, 9648]","['Science Fiction', 'Adventure', 'Mystery']"
594,68726,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",74.651,2013-07-11,6.902,12352,"[28, 878, 12]","['Action', 'Science Fiction', 'Adventure']"
595,980489,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,81.181,2023-08-09,7.816,2675,"[12, 28, 18]","['Adventure', 'Action', 'Drama']"
596,391757,Never Back Down: No Surrender,"Picking up after the events of Never Back Down 2, former MMA champion Case Walker is on the comeback trail to become champion once again.",84.38,2016-06-05,7.023,461,"[18, 28]","['Drama', 'Action']"
597,467244,The Zone of Interest,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",70.181,2023-12-15,7.1,1717,"[18, 36]","['Drama', 'History']"
598,839033,The Lord of the Rings: The War of the Rohirrim,"183 years before the events chronicled in the original trilogy, a sudden attack by Wulf, a clever and ruthless Dunlending lord seeking vengeance for the death of his father, forces Helm Hammerhand and his people to make a daring last stand in the ancient stronghold of the Hornburg. Finding herself in an increasingly desperate situation, Héra, the daughter of Helm, must summon the will to lead the resistance against a deadly enemy intent on their total destruction.",85.767,2024-12-05,0.0,0,"[16, 14, 28]","['Animation', 'Fantasy', 'Action']"
599,17979,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",119.861,2009-11-04,6.9,4522,"[16, 10751, 14]","['Animation', 'Family', 'Fantasy']"
600,17979,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",119.861,2009-11-04,6.9,4522,"[16, 10751, 14]","['Animation', 'Family', 'Fantasy']"
601,861035,Squeal,"Lost in remotest part of Eastern Europe, Sam is a foreigner, searching for his biological father Lagzdins where a minor road accident leads to a chance meeting with a pig-farmer's daughter, who captures him and makes him a forced laborer on the farm.",111.867,2022-08-19,4.8,9,"[35, 27, 14]","['Comedy', 'Horror', 'Fantasy']"
602,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",77.06,2020-10-16,8.2,3936,"[16, 28, 14, 53]","['Animation', 'Action', 'Fantasy', 'Thriller']"
603,4258,Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",64.55,2013-04-11,4.8,2770,[35],['Comedy']
604,1156212,The Park Maniac,"An infamous serial killer who assaulted and killed several women in the '90s, gets on a collision course with a young journalist eager for the truth and a career-changing article.",103.849,2024-10-12,5.761,46,"[18, 80, 53, 27]","['Drama', 'Crime', 'Thriller', 'Horror']"
605,1023962,Lubo,"Lubo Moser is a jenisch, a gypsy. Mirana, who tried to oppose him, was killed. But how could this have happened? Why? Because Switzerland considers nomadism a social scourge, and, to eradicate it, it takes the children of the jenisch. Thus, without children, the Jenisch will be without a future. The mastermind is a state-run humanitarian institution, Pro Juventute, the arm the Street Children's Work: everything is perfectly legal and there is no opposition to the law. Lubo feels himself dying. And something about him really does die, on that night of wind and snow: it will be a new Lubo, tough and impenetrable, who will set up a project with unexpected implications to avenge his family and his people... and it will lead us to rethink the sense of justice, in the blurred boundaries between good and evil.",66.948,2023-11-09,7.2,22,[18],['Drama']
606,1063879,Infested,"Residents of a rundown French apartment building battle against an army of deadly, rapidly reproducing spiders.",65.018,2023-12-27,6.7,360,"[27, 53]","['Horror', 'Thriller']"
607,1159477,The King Tide,"After the mayor of an idyllic island village discovers a child with mysterious powers awash on their shores, the once peaceful community devolves into civil war, torn over the belief that the child is the next saviour.",118.615,2024-04-26,7.0,58,"[53, 9648, 14]","['Thriller', 'Mystery', 'Fantasy']"
608,519465,Queen of Hearts,"Anne, a brilliant and dedicated advocacy lawyer specialising in society’s most vulnerable, children and young adults, lives what appears to be the picture-perfect life with her doctor-husband, Peter, and their twin daughters. When her estranged teenage stepson, Gustav, moves in with them, Anne’s escalating desire leads her down a dangerous rabbit hole which, once exposed, unleashes a sequence of events destined to destroy her world.",114.717,2019-03-27,6.9,280,[18],['Drama']
609,976830,The Deep Dark,"1956, in the north of France. A group of underground miners is forced to take a professor to take samples a thousand meters underground. After a landslide that prevents them from going back up, they discover a crypt from another time, and unknowingly awaken a legendary bloodthirsty creature.",62.862,2023-11-15,5.822,87,"[12, 27, 18]","['Adventure', 'Horror', 'Drama']"
610,22705,Cheeky,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment overlooking the Thames. There, she meets the lesbian hyper-horny real estate agent Moira.",83.935,2000-01-28,5.7,254,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
611,9502,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",82.182,2008-06-04,7.3,11540,"[28, 12, 16, 10751, 35]","['Action', 'Adventure', 'Animation', 'Family', 'Comedy']"
612,1364082,Hijack '93,"In an effort to dismantle their military-backed government, four men hijack an airplane, leveraging passengers onboard in the name of social change.",88.693,2024-10-24,5.4,18,"[53, 18]","['Thriller', 'Drama']"
613,1024721,Monolith,"A desperate young journalist turns to podcasting to salvage her career, but her rush to make headlines leads her to an alien conspiracy.",54.207,2023-10-26,5.9,108,"[27, 9648, 878, 53]","['Horror', 'Mystery', 'Science Fiction', 'Thriller']"
614,11224,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",74.397,1950-02-22,7.042,6677,"[10751, 14, 16, 10749]","['Family', 'Fantasy', 'Animation', 'Romance']"
615,1049948,Vikings: Battle of Heirs,"A young Viking must come to terms with the realization that he may be the King's son, who was switched at birth, but not before others try to take his rightful place.",71.433,2023-04-28,6.202,42,[28],['Action']
616,1086747,The Watchers,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",78.756,2024-06-06,6.5,1017,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
617,1572,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",117.684,1995-05-19,7.3,6036,"[28, 53]","['Action', 'Thriller']"
618,18190,Dream Lover,"Not long after they cross paths at an art gallery, architect Ray Reardon and hypnotically sensual Lena are married with children. But as strange incidents occur, Ray begins to realize he may not really know the woman he married.",117.432,1993-10-24,5.9,81,"[18, 9648, 53]","['Drama', 'Mystery', 'Thriller']"
619,619264,The Platform,"A slab of food descends down a vertical facility. The residents above eat heartily, leaving those below starving and desperate. A rebellion is imminent.",70.079,2019-11-08,6.975,7085,"[18, 878, 53]","['Drama', 'Science Fiction', 'Thriller']"
620,49026,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",84.941,2012-07-17,7.781,22654,"[28, 80, 18, 53]","['Action', 'Crime', 'Drama', 'Thriller']"
621,1023962,Lubo,"Lubo Moser is a jenisch, a gypsy. Mirana, who tried to oppose him, was killed. But how could this have happened? Why? Because Switzerland considers nomadism a social scourge, and, to eradicate it, it takes the children of the jenisch. Thus, without children, the Jenisch will be without a future. The mastermind is a state-run humanitarian institution, Pro Juventute, the arm the Street Children's Work: everything is perfectly legal and there is no opposition to the law. Lubo feels himself dying. And something about him really does die, on that night of wind and snow: it will be a new Lubo, tough and impenetrable, who will set up a project with unexpected implications to avenge his family and his people... and it will lead us to rethink the sense of justice, in the blurred boundaries between good and evil.",66.948,2023-11-09,7.2,22,[18],['Drama']
622,520758,Chicken Run: Dawn of the Nugget,A band of fearless chickens flock together to save poultry-kind from an unsettling new threat: a nearby farm that's cooking up something suspicious.,84.892,2023-12-08,7.019,729,"[10751, 16, 12, 35]","['Family', 'Animation', 'Adventure', 'Comedy']"
623,1174618,Alice in Terrorland,"A recently bereaved teenage girl goes to live with her aunt in a secluded woodland house, unaware that sinister forces lurk within.",84.865,2023-12-26,6.0,164,"[27, 53]","['Horror', 'Thriller']"
624,1155058,Watchmen: Chapter I,"In 1985, the murder of a government-sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself.",84.837,2024-08-12,7.6,93,"[16, 18, 878]","['Animation', 'Drama', 'Science Fiction']"
625,165,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",84.79,1989-11-22,7.8,12706,"[12, 35, 878]","['Adventure', 'Comedy', 'Science Fiction']"
626,1063879,Infested,"Residents of a rundown French apartment building battle against an army of deadly, rapidly reproducing spiders.",65.018,2023-12-27,6.7,360,"[27, 53]","['Horror', 'Thriller']"
627,15165,Barbie as The Princess & the Pauper,"In her first animated musical featuring seven original songs, Barbie comes to life in this modern re-telling of a classic tale of mistaken identity and the power of friendship. Based on the story by Mark Twain.",84.519,2004-09-28,7.5,1463,"[16, 10751, 35]","['Animation', 'Family', 'Comedy']"
628,1364082,Hijack '93,"In an effort to dismantle their military-backed government, four men hijack an airplane, leveraging passengers onboard in the name of social change.",88.693,2024-10-24,5.4,18,"[53, 18]","['Thriller', 'Drama']"
629,1024721,Monolith,"A desperate young journalist turns to podcasting to salvage her career, but her rush to make headlines leads her to an alien conspiracy.",54.207,2023-10-26,5.9,108,"[27, 9648, 878, 53]","['Horror', 'Mystery', 'Science Fiction', 'Thriller']"
630,1049948,Vikings: Battle of Heirs,"A young Viking must come to terms with the realization that he may be the King's son, who was switched at birth, but not before others try to take his rightful place.",71.433,2023-04-28,6.202,42,[28],['Action']
631,141052,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",84.134,2017-11-15,6.082,12890,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
632,1008042,Talk to Me,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",83.948,2023-07-26,7.153,2952,[27],['Horror']
633,22705,Cheeky,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment overlooking the Thames. There, she meets the lesbian hyper-horny real estate agent Moira.",83.935,2000-01-28,5.7,254,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
634,2652,Hard Candy,"Hayley’s a smart, charming teenage girl. Jeff’s a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff’s place. Jeff thinks it’s his lucky night. He’s in for a surprise.",83.888,2005-01-14,6.8,2535,"[18, 53]","['Drama', 'Thriller']"
635,417859,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",83.857,2011-10-27,6.6,4013,"[16, 10751, 14, 12, 35]","['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']"
636,967847,Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",83.851,2024-03-20,6.6,1539,"[14, 12, 35]","['Fantasy', 'Adventure', 'Comedy']"
637,390845,A Delicious Flight,"An innocent actress runs away from the scandal with an idol, the impudent idol that ruined her career, a passionate manager who is devoted to her and his ex-girlfriend who is now a sexy stewardess. These four that should never be together run into each other in an airplane. No one can run away and the most cheeky and erotic things happen here.",86.326,2015-11-01,4.2,60,[10749],['Romance']
638,38365,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",83.397,2010-06-24,6.394,6064,[35],['Comedy']
639,436270,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",83.106,2022-10-19,6.906,6238,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
640,37165,The Truman Show,"Every second of every day, from the moment he was born, for the last thirty years, Truman Burbank has been the unwitting star of the longest running, most popular documentary-soap opera in history. The picture-perfect town of Seahaven that he calls home is actually a gigantic soundstage. Truman's friends and family - everyone he meets, in fact - are actors. He lives every moment under the unblinking gaze of thousands of hidden TV cameras.",70.567,1998-06-04,8.1,18278,"[35, 18]","['Comedy', 'Drama']"
